id,uo_codigo,Nome_orgao,programa_codigo,acao_detalhe_id,acao_codigo,tipo_acao,finalidade,descricao,funcao_codigo,funcao_descricao,subfuncao_codigo,subfuncao_descricao,forma_implementacao,descricao_produto,acumulativo,acao_prioritaria,unidade_medida,representacao,situacao_acao,resultados_obtidos,ano_monitoramento,quadrimestre_monitoramento,tipo_dado,ano,quadrimestre
10,1001,Assembleia Legislativa do Estado de Rondônia,2126,4672,2416,Atividade,"Oferecer a profissionalização e capacitação a agentes políticos, servidores e comunidades, por meio de programas de formação, aperfeiçoamento e especialização, visando aprimorar a qualidade de suas atividades, ampliando sua formação em assuntos técnicos, administrativos e legislativos, bem como fornecer oportunidade de conhecimento da missão do Poder legislativo, dando-lhes condições de subsidiar a elaboração de proposições em geral.","Realização de cursos, treinamentos, seminários e ciclos de palestras sobre temas atuais da realidade política-brasileira, referente ao exercício da cidadania e do Poder Legislativo. ",1,Legislativa,31,Ação Legislativa,Direta,Cursos Ofertados,False,False,Unidade,Un,"Até o final do 1º quadrimestre de 2024, o percentual de execução foi de 4,03% da despesa empenhada. ",Com a execução foi possível realizar o pagamento de diárias referentes à ações da Escola do Legislativo.,2024,1,Ação,2024,1
11,1001,Assembleia Legislativa do Estado de Rondônia,2126,4673,2417,Atividade,"Realizar o pagamento mensal e 13º salário da remuneração dos deputados e dos servidores que atuam predominantemente na área finalística da ALE-RO (gabinetes de deputados) e outras eventuais despesas relacionadas, inclusive auxílios e indenizações por desligamentos.","Processamento mensal das folhas de pagamento de acordo com o vínculo (deputados, cota-deputados, rescisões e outras); classificação contábil dos proventos, dos descontos e dos encargos sociais; emissão de reserva orçamentária, empenho, documentos de liquidação e pagamento; transferência de arquivo eletrônico à instituição bancária para crédito das remunerações dos deputados e servidores e das consignações junto aos credores.",1,Legislativa,31,Ação Legislativa,Direta,Deputados e servidores da área finalística atendidos,True,False,Unidade,Un,"Até o final do 1º quadrimestre de 2024, os recursos utilizados atingiram um percentual de execução de 30,16%. Dentro, portanto, da programação orçamentária inicialmente prevista para o período.","Com a execução da ação foi possível realizar o processamento das folhas mensais de pagamento e a remuneração, dentro do mês trabalhado, do pessoal da área predominantemente finalística da ALERO, bem como indenizações por desligamentos, consignações e recolhimento dos encargos sociais.",2024,1,Ação,2024,1
12,1001,Assembleia Legislativa do Estado de Rondônia,2126,4674,2665,Atividade,"Difundir nos meios de comunicação as atividades exercidas pela Assembleia Legislativa no cumprimento de suas atribuições constitucionais, por meio da contratação de serviços técnicos de publicidade e propaganda e da implantação e manutenção da Rádio-TV Legislativa, com divulgações de matérias de cunho legal, institucional, educacional e de utilidade pública.","Divulgação de atos oficiais, programas e campanhas compreendendo o estudo, a concepção, pesquisa, produção, execução, veiculação e ações de endomarketing e fornecimento de peças para atualização do site institucional, supervisão e acompanhamento de propaganda e campanhas publicitárias, bem como a distribuição de matérias, peças e campanhas de interesse da Assembleia Legislativa do Estado de Rondônia.",1,Legislativa,131,Comunicação Social,Direta,Campanhas Realizadas,False,False,Unidade,Un,"A ação registrou ao final do 1º quadrimestre de 2024 um índice de execução de 77,16% da despesa empenhada, com uma liquidação de 0,04%, considerando a dotação atualizada. A diferença do índice de liquidação da despesa em relação ao empenhado deve-se, notadamente, à intempestividade na apresentação da documentação de cobrança por parte dos veículos de comunicação à empresa contratada para a execução do contrato de publicidade institucional.","Com a execução da ação foi possível realizar a manutenção do Contrato junto à empresa PNA Publicidade Ltda ME, por meio da execução do planejamento mensal de mídia junto aos veículos de comunicação legalmente disponíveis nos 52 municípios do Estado, o que permite a divulgação de mensagens e campanhas publicitárias institucionais da ALERO em âmbito estadual. ",2024,1,Ação,2024,1
13,2001,Tribunal de Contas do Estado,0,4658,163,Operação Especial,Garantir o pagamento decorrente de sentenças e/ ou acordos judiciais.,Pagamento em acato à decisão judicial e/ ou acordo firmado entre os sindicatos dos servidores e o TCE-RO.,1,Legislativa,122,Administração Geral,Direta,,False,False,,,Não houveram demandas que resultassem em execução de despesa nessa ação.,Não houve resultados.,2024,1,Ação,2024,1
14,2001,Tribunal de Contas do Estado,1010,4682,1421,Projeto,Reformar e ampliar imóveis do Tribunal de contas do Estado de Rondônia.,Contratação de serviços e aquisição de produtos para redimensionamento do espaço físico dos imóveis do Tribunal de Contas.,1,Legislativa,122,Administração Geral,Direta,"Realização de adequação do prédio Anexo I, prédio Anexo III com ampliação para atender a Escola de Contas, Arquivo e outras unidade do TCE e a modernização do sistema de climatização do edifício sede.",True,False,Porcentagem,%,"No momento, o Processo SEI n. 006195/2023 está passando pela análise do Termo de Referência pela Divisão de Licitações e Contratos - DLC. Esse estágio é crucial para garantir a qualidade e a conformidade do documento antes de prosseguir com as próximas etapas do processo de contratação.",Sem resultados obtidos até o final do primeiro quadrimestre. ,2024,1,Ação,2024,1
15,2001,Tribunal de Contas do Estado,1010,4683,2981,Atividade,Assegurar o apoio administrativo para o exercício do controle externo das contas públicas e avaliação de políticas públicas.,Atuação integrada das unidades administrativas para realização das contratações e aquisições.,1,Legislativa,122,Administração Geral,Direta,Cumprir o Plano Anual de Contratação - PAC.,True,False,Porcentagem,%,"As despesas estão sendo executadas de acordo com o planejado no Plano Anual de Contratações - 2024. Entretanto, é crucial destacar que existe uma quantidade substancial de itens do PAC ainda na fase de planejamento da contratação, com previsão de efetiva contratação nos próximos quadrimestres. Essa observação ressalta a continuidade do processo de implementação do plano e a projeção de utilização planejada dos recursos ao longo do ano.","É importante ressaltar que já ocorreram a contratação de 23 itens planejados no PAC 2024 como ""Novas Contratações"". Além disso, encontra-se em execução contratual um total de 71 itens referentes aos itens classificados como ""Contratos Vigentes"", totalizando 94 itens contratados até o momento. Esses números demonstram um progresso significativo na implementação do plano anual de contratações.",2024,1,Ação,2024,1
16,2001,Tribunal de Contas do Estado,1010,4684,1221,Projeto,"Tem o objetivo de garantir a ampliação e manutenção de hardware e softwares, essenciais para o funcionamento eficiente do TCE-RO de maneira a contribuir com o fortalecimento e manutenção da capacidade operacional e laboral do TCE-RO.","Contratação de serviço de fornecimento de softwares e aquisição de equipamentos permanentes, para viabilizar a manutenção da infraestrutura tecnológica do TCE-RO e garantir a disponibilidade de soluções para o suporte das demandas crescentes de processamento de dados e conectividade.",1,Legislativa,126,Tecnologia da Informação,Direta,"Ativos tangíveis e intangíveis de Tecnologia da Informação e Comunicação modernos e atuais, para atender as demandas das áreas fins e meio de forma a garantir a execução de ações e atividades estratégicas, operacionais e administrativas.",True,False,Porcentagem,%,Os principais objetos a serem adquiridos através de recursos da ação encontram-se na SELIC para providências pertinentes.,"A aquisição de equipamentos, permitirá a atualização tecnológica e a expansão do quantitativo de equipamentos a serem disponibilizados aos usuários do TCE-RO, adequando ainda mais o ambiente de trabalho dos mesmos e maior mobilidade para atividades de controle.",2024,1,Ação,2024,1
17,2001,Tribunal de Contas do Estado,1010,4685,2973,Atividade,"Modernizar serviços através do uso de software, ferramentas tecnológicas e serviços voltados ao suporte e manutenção de ferramentas de TI, de forma a permitir a otimização de recursos humanos e materiais, assim como, diminuição do tempo despendido em análises, fiscalizações e julgamentos, além de possibilitar a adequação a normas e frameworks, contribuindo para adoção de melhores práticas voltadas à inovação,  modernização e segurança tecnológica do TCE-RO.","Ampliação da força de trabalho voltada a projetos de desenvolvimento de softwares, manutenção de serviços de suporte e garantia, automatização de fluxos e processos e contratação de soluções voltadas ao apoio da execução de atividades fins e meio.",1,Legislativa,126,Tecnologia da Informação,Direta,Implantação/Continuidade do uso de softwares e serviços voltados para evolução tecnológica do TCERO.,True,False,Porcentagem,%,"No respectivo quadrimestre foram formalizados e tramitados para execução de procedimentos de contratação em unidades externas a Setic, cerca de 75% dos objetos a serem contratados através da respectiva ação programática. Os 25% restantes encontram-se na fase final de formalização (realização de ajuste nos EstudosTécnicos Preliminares e Termos de Referência). Importa destacar que muitas das soluções a serem adquiridas tratam-se de novas soluções, voltadas à segurança de dados e automatização de atividades, o que demanda a realização de estudos aprofundados e análise criteriosa dos requisitos das soluções.","A disponibilidade de serviços essenciais ao funcionamento desta Corte de Contas como link de internet e telefonia, além de serviços que possibilitam a execução de atividades fins através de consulta a sistemas da Receita Federal (HOD e Infoconv); Aprimoramento de atividades executadas através de sistemas de informação; Continuidade de serviços críticos de Infraestrutura Tecnológica e Atendimento de requisitos de Segurança da Informação e Proteção de Dados.",2024,1,Ação,2024,1
18,2001,Tribunal de Contas do Estado,1011,4869,2101,Atividade,Garantir o pagamento mensal da remuneração dos servidores e membros do TCE-RO e outras eventuais despesas relacionadas.,"Pagamento de remuneração mensal e encargos sociais em favor dos servidores e membros do TCE-RO, incluindo bonificação natalina, adicional de férias, substituição e outros eventuais despesas relacionadas aos servidores.",1,Legislativa,122,Administração Geral,Direta,Folha de pagamento regularmente processada. ,True,False,Unidade,Un,"Execução: Conforme programado.
Pagamentos: Os salários dos servidores ativos foram pagos integralmente e dentro dos prazos estabelecidos, assegurando a motivação e a produtividade do pessoal.
Obrigações Patronais: Todas as contribuições previdenciárias e demais encargos trabalhistas foram recolhidos de acordo com a legislação vigente, evitando multas e sanções.","O cumprimento rigoroso dos prazos para pagamento contribuiu para o bem-estar financeiro dos servidores.
A regularidade nos recolhimentos previdenciários fortaleceu a conformidade do órgão com as normas legais, garantindo a sustentabilidade do regime previdenciário.",2024,1,Ação,2024,1
19,2001,Tribunal de Contas do Estado,1011,4870,4073,Atividade,"Assegurar o deslocamento dos servidores no itinerário residência trabalho residência, auxiliando-os com indenização de auxilio transporte, e ainda, garantindo o pagamento dos auxílios saúde e alimentação, previstos em lei para todos os servidores componentes do quadro do TCE-RO.","Efetuar o pagamento dos auxílios transporte, saúde e alimentação aos servidores ativos do TCE-RO.",1,Legislativa,122,Administração Geral,Direta,"Indenização dos Auxílio Transporte, Auxílio Alimentação, Auxílio Saúde e outros previstos em lei.",True,False,Unidade,Un,"Execução: Conforme programado.
Pagamentos: Os auxílios devidos aos servidores ativos foram pagos integralmente e dentro dos prazos estabelecidos, assegurando a motivação e a produtividade do pessoal.",O cumprimento rigoroso dos prazos para pagamento contribuiu para o bem-estar financeiro dos servidores.,2024,1,Ação,2024,1
20,2001,Tribunal de Contas do Estado,1011,4871,2542,Atividade,Proporcionar a qualificação de servidores e membros do Tribunal de Contas do Estado de Rondônia.,"Disponibilização de capacitações de curta, média e longa duração visando o aperfeiçoamento técnico científico dos servidores do Tribunal de Contas do Estado de Rondônia, bem como, a realização da integração e ambientação de novos servidores do TCERO.",1,Legislativa,128,Formação de Recursos Humanos,Direta,Servidores capacitados.,True,False,Porcentagem,%,"Devido a  reorganização administrativa  as ações planejadas não foram executadas conforme a programação, em razão disso houve a necessidade de elaboração de novo cronograma de capacitações.",Devido a necessidade da elaboração de novo cronograma de capacitações os resultados obtidos só serão avaliados nos próximos quadrimestres.,2024,1,Ação,2024,1
21,2001,Tribunal de Contas do Estado,1011,4872,2543,Atividade,"Proporcionar a realização de estágios aos alunos da rede pública estadual (nível médio) e instituições de ensino de nível superior no TCE-RO, bem como, fazer a gestão dos bolsistas que desenvolvem trabalhos técnicos especializados.",Coordenação de estágios e de bolsistas na administração do TCE-RO.,1,Legislativa,128,Formação de Recursos Humanos,Direta,Estágios e trabalhos técnicos realizados.,True,False,Porcentagem,%,"Finalizado o contrato anterior de estagiários no mês de fevereiro/2024. Realizada nova contratação no mês de abril/2024, ocasionando a contratação de 40 novos estagiários a partir do mês de maio/2024, cuja despesa ocorrerá a partir deste mês, sendo assim, o reflexo só será avaliado no segundo quadrimestre de 2024.",Em razão da nova contratação os resultados da ação só serão obtidos a partir do segundo quadrimestre de 2024.,2024,1,Ação,2024,1
22,2001,Tribunal de Contas do Estado,1019,4659,2854,Atividade,Garantir o pagamento de aposentadoria aos inativos e pensão aos dependentes dos segurados do Tribunal de Contas.,Pagamento dos servidores do Tribunal de Contas do Estado e seus dependentes legais com o recebimento de um valor mensal previsto em lei para a sua aposentadoria e pensão.,9,Previdência Social,272,Previdência do Regime Estatutário,Descentralizada,Pagamento realizado.,True,False,Unidade,Un,"Execução: Conforme programado.
Pagamentos: Os proventos dos servidores inativos e pensionistas foram pagos integralmente e dentro dos prazos estabelecidos, assegurando a motivação e a produtividade do pessoal.
Obrigações Patronais: Todas as contribuições previdenciárias e demais encargos trabalhistas foram recolhidos de acordo com a legislação vigente, evitando multas e sanções.","O cumprimento rigoroso dos prazos para pagamento contribuiu para o bem-estar financeiro dos servidores inativos e pensionistas.
A regularidade nos recolhimentos previdenciários fortaleceu a conformidade do órgão com as normas legais, garantindo a sustentabilidade do regime previdenciário.",2024,1,Ação,2024,1
23,2001,Tribunal de Contas do Estado,2146,4688,2538,Atividade,"Disseminar boas práticas que produzam resultados relevantes nas políticas públicas priorizadas no planejamento estratégico, visando a melhoria dos Índice de Governança em Políticas Educacionais e Índice de Governança em Políticas de Proteção das Unidades de Conservação.",Implementação de políticas públicas por meio de promoção de ações educacionais e de cooperação técnica junto aos juridicionados .,1,Legislativa,32,Controle Externo,Direta,Capacitação dos Jurisdicionados.,False,False,Porcentagem,%,"Com relação ao escopo do iniciativa, todas as atividades previstas para este primeiro quadrimestre foram realizadas em linha com o planejamento anual. Com relação aos prazos, a execução das principais iniciativas neste quadrimestre em conformidade com a linha de base do projeto, uma vez que a primeira iniciativa de formação voltadas aos professores(as), supervisores(as), gestores(as) escolares e lideranças do Programa de Alfabetização na Idade Certa das redes municipais ocorreu em fevereiro e a segunda rodada, em abril. Ademais, com relação aos custos da ação, a execução físico-financeira dos contratos está compatível o previsto para o quadrimestre. Do valor previsto para o quadrimestre, aproximadamente 62% está liquidado e 37% em fase de liquidação, em conformidade com prazos contidos nos respectivos instrumentos contratuais. ","Os resultados preliminares do estudo de avaliação causal do Programa de Aprimoramento da Política de Alfabetização - PAIC revelaram que os estudantes do 2º e 3º anos matriculados nas escolas que implementaram as boas práticas disseminadas pelo Programa, tiveram uma performance significativamente melhor do que os estudantes do grupo de comparação. Dessa forma, a partir do mês de abril, todos os professores, supervisores e gestores escolares que atuam no ciclo de alfabetização, incluindo os profissionais lotados nas escolas do grupo de comparação e nas escolas estaduais (que atuam nos anos iniciais), passarão a ter integrar formalmente a estratégia coordenada pelo TCE de formação de profissionais especialistas em alfabetização, conforme evidências contidas no Processo SEI n. 001874/2024. Considerado a entrada de todas escolas do grupo de controle e os educadores estaduais, o número de escolas beneficiada pelo programa alcançará ainda neste quadrimestre 606 unidades escolares localizadas em todo o território rondoniense. ",2024,1,Ação,2024,1
24,2001,Tribunal de Contas do Estado,2147,4680,2539,Atividade,"Atuar por meio de ações de controle tempestivas para apreciar contas de governo, realizar o julgamento de contas e fiscalizações em volume de recursos relevantes.",Analisar contas de governo e gestão para fins de julgamento e apreciação e realizar de auditorias e inspeções in loco para avaliar a conformidade e divulgar os resultados para o público.,1,Legislativa,32,Controle Externo,Direta,Apreciação de contas de governo e gestão tempestivamente. ,True,False,Unidade,Un,"Até o momento, foram realizadas fiscalizações in loco para subsidiar as contas de governo dos municípios. Além disso, está em andamento a avaliação das documentações das prestações de contas apresentadas pelos municípios, e a instrução das contas já foi iniciada.
Até o momento, houve um significativo dispêndio em diárias. Um estudo está sendo conduzido para ampliar a dotação, a fim de atender às necessidades de fiscalização estimadas para os próximos quadrimestres, com o objetivo de expandir a execução dessa ação ao longo do exercício.
Quanto às contratações, havia apenas uma vigente. Para o PAC deste ano, estão programadas mais quatro contratações. Os Estudos Técnicos Preliminares (ETP) e os Termos de Referência (TR) de duas delas já foram finalizados, enquanto outra está prevista para ser concluída até o final de junho. Por fim, a quarta contratação ocorrerá no segundo semestre. Espera-se que o sucesso dessas contratações permita ampliar a execução do orçamento planejado.","Até o momento, ainda, não há resultados mensuráveis em razão de que o prazo para apresentação das prestações de contas de governo era até 31/03 e as atividades de análise das contas terem se iniciado a partir de abril.",2024,1,Ação,2024,1
